timestamp,OriginWeather,OriginRegion,OriginCountry,OriginCityName,OriginAirportID,Origin,DistanceKilometers,AvgTicketPrice,Cancelled,Carrier,DestAirportID,DestCityName,DestCountry,DestLocation,DestRegion,DestWeather
"Jun 25, 2023 @ 06:24:42.000","Damaging Wind","RU-AMU",RU,Belogorsk,XHBU,"Ukrainka Air Base","7,240.283","$729.79",true,"ES-Air",VIE,Vienna,AT,"POINT (16.56970024 48.11029816)","AT-9",Rain
"Jun 25, 2023 @ 06:24:30.000",Rain,"US-WY",US,Casper,CPR,"Casper-Natrona County International Airport","6,777.511","$611.37",false,"Logstash Airways",LIM,Lima,PE,"POINT (-77.114304 -12.0219)","SE-BD",Sunny
"Jun 25, 2023 @ 06:21:53.000",Cloudy,"CA-MB",CA,Winnipeg,YWG,"Winnipeg / James Armstrong Richardson International Airport",0,"$445.71",false,JetBeats,YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB",Sunny
"Jun 25, 2023 @ 06:13:32.000",Sunny,"AR-B",AR,"Buenos Aires",EZE,"Ministro Pistarini International Airport","10,131.226","$662.31",false,"ES-Air",YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB","Heavy Fog"
"Jun 25, 2023 @ 06:05:47.000","Thunder & Lightning","RU-AMU",RU,Belogorsk,XHBU,"Ukrainka Air Base","2,442.877","$562.34",false,JetBeats,XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Rain
"Jun 25, 2023 @ 06:02:21.000",Hail,"CA-MB",CA,Winnipeg,YWG,"Winnipeg / James Armstrong Richardson International Airport","10,316.156","$739.13",false,"Logstash Airways",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Rain
"Jun 25, 2023 @ 05:52:27.000",Sunny,"SE-BD",CN,Shanghai,PVG,"Shanghai Pudong International Airport","11,077.248","$802.58",false,"Logstash Airways",TUS,Tucson,US,"POINT (-110.9410019 32.11610031)","US-AZ",Rain
"Jun 25, 2023 @ 05:16:17.000",Cloudy,"DE-HE",DE,"Frankfurt am Main",FRA,"Frankfurt am Main Airport","11,479.14","$962.35",false,JetBeats,EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","SE-BD","Damaging Wind"
"Jun 25, 2023 @ 05:02:07.000",Clear,"DE-HE",DE,"Frankfurt am Main",FRA,"Frankfurt am Main Airport","6,002.073","$595.96",false,JetBeats,YOW,Ottawa,CA,"POINT (-75.66919708 45.32249832)","CA-ON",Clear
"Jun 25, 2023 @ 04:58:52.000",Hail,"IT-34",IT,Treviso,TV01,"Treviso-Sant'Angelo Airport","7,426.368","$685.73",false,"ES-Air",YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB",Sunny
"Jun 25, 2023 @ 04:52:06.000","Heavy Fog","DE-NW",DE,Cologne,CGN,"Cologne Bonn Airport","9,371.897","$740.03",false,"Logstash Airways",HND,Tokyo,JP,"POINT (139.779999 35.552299)","SE-BD",Cloudy
"Jun 25, 2023 @ 04:35:17.000",Hail,"US-ME",US,Portland,PWM,"Portland International Jetport Airport","9,343.886","$623.32",false,JetBeats,XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Sunny
"Jun 25, 2023 @ 04:28:21.000",Hail,"SE-BD",JP,Osaka,ITM,"Itami Airport","18,748.86","$1,102.81",false,JetBeats,EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","SE-BD",Hail
"Jun 25, 2023 @ 04:25:54.000","Damaging Wind","SE-BD",AU,Sydney,SYD,"Sydney Kingsford Smith International Airport","16,681.281","$1,157.51",false,"Kibana Airlines",TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21","Heavy Fog"
"Jun 25, 2023 @ 04:13:59.000",Hail,"SE-BD",KR,Seoul,GMP,"Gimpo International Airport","8,806.708","$697.21",false,"Logstash Airways",MAN,Manchester,GB,"POINT (-2.274950027 53.35369873)","GB-ENG",Cloudy
"Jun 25, 2023 @ 04:06:52.000",Rain,"IT-34",IT,Treviso,TV01,"Treviso-Sant'Angelo Airport","967.583","$1,002.29",false,"Kibana Airlines",WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ",Clear
"Jun 25, 2023 @ 04:00:22.000",Clear,"IE-D",IE,Dublin,DUB,"Dublin Airport","9,842.949","$701.07",false,"Logstash Airways",LIM,Lima,PE,"POINT (-77.114304 -12.0219)","SE-BD",Cloudy
"Jun 25, 2023 @ 03:51:48.000",Cloudy,"IT-34",IT,Venice,VE05,"Venice Marco Polo Airport","7,446.429","$1,083.6",false,"Logstash Airways",YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB",Sunny
"Jun 25, 2023 @ 03:28:30.000",Rain,"SE-BD",CN,Guangzhou,CAN,"Guangzhou Baiyun International Airport","8,142.22","$766.97",false,"Kibana Airlines",WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ",Rain
"Jun 25, 2023 @ 03:14:34.000",Clear,"US-WA",US,Spokane,GEG,"Spokane International Airport","2,186.523","$403.61",false,"ES-Air",TUL,Tulsa,US,"POINT (-95.88809967 36.19839859)","US-OK",Cloudy
"Jun 25, 2023 @ 03:01:23.000",Sunny,"RU-MUR",RU,Olenegorsk,XLMO,"Olenya Air Base","6,474.624","$506.63",false,"Kibana Airlines",HYD,Hyderabad,IN,"POINT (78.42985535 17.23131752)","SE-BD",Rain
"Jun 25, 2023 @ 02:55:18.000","Thunder & Lightning","SE-BD",AU,Melbourne,MEL,"Melbourne International Airport","14,410.644","$979.93",false,"ES-Air",SVO,Moscow,RU,"POINT (37.4146 55.972599)","RU-MOS",Clear
"Jun 25, 2023 @ 02:54:51.000","Thunder & Lightning","US-CA",US,"Los Angeles",LAX,"Los Angeles International Airport","8,444.507","$1,085.34",false,"Kibana Airlines",XLMO,Olenegorsk,RU,"POINT (33.46390152 68.15180206)","RU-MUR",Sunny
"Jun 25, 2023 @ 02:50:34.000",Rain,"DE-BE",DE,Berlin,TXL,"Berlin-Tegel Airport","787.481","$673.41",true,"ES-Air",VE05,Venice,IT,"POINT (12.3519 45.505299)","IT-34",Hail
"Jun 25, 2023 @ 02:36:31.000","Heavy Fog","SE-BD",IT,Rome,FCO,"Leonardo da Vinci - Fiumicino Airport","427.568","$326.35",false,"Kibana Airlines",TV01,Treviso,IT,"POINT (12.1944 45.648399)","IT-34",Cloudy
"Jun 25, 2023 @ 02:31:57.000",Sunny,"SE-AB",SE,Stockholm,ARN,"Stockholm-Arlanda Airport","6,232.231","$841.69",false,"Logstash Airways",XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Clear
"Jun 25, 2023 @ 02:29:14.000",Clear,"CA-ON",CA,Toronto,YYZ,"Lester B. Pearson International Airport","15,551.353","$540.58",false,JetBeats,SYD,Sydney,AU,"POINT (151.177002 -33.94609833)","SE-BD",Rain
"Jun 25, 2023 @ 02:24:02.000",Clear,"IT-88",IT,Cagliari,CA07,"Cagliari Elmas Airport","8,663.018","$988.77",false,"ES-Air",TUL,Tulsa,US,"POINT (-95.88809967 36.19839859)","US-OK",Clear
"Jun 25, 2023 @ 02:22:51.000","Heavy Fog","CO-CUN",CO,Bogota,BOG,"El Dorado International Airport","9,076.904","$667.58",false,JetBeats,ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Sunny
"Jun 25, 2023 @ 02:19:58.000","Thunder & Lightning","SE-BD",IN,Mumbai,BOM,"Chhatrapati Shivaji International Airport","6,232.784","$983.43",true,"Kibana Airlines",VE05,Venice,IT,"POINT (12.3519 45.505299)","IT-34","Thunder & Lightning"
"Jun 25, 2023 @ 02:17:54.000",Clear,"SE-BD",CL,Santiago,SCL,"Comodoro Arturo Merino Benitez International Airport","11,913.334","$1,176.19",false,"ES-Air",BG01,Bergamo,IT,"POINT (9.70417 45.673901)","IT-25",Sunny
"Jun 25, 2023 @ 02:04:44.000",Rain,"SE-BD",CN,"Xi'an",XIY,"Xi'an Xianyang International Airport",0,"$479.32",false,"ES-Air",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Sunny
"Jun 25, 2023 @ 02:01:48.000",Hail,"NL-NH",NL,Amsterdam,AMS,"Amsterdam Airport Schiphol","5,648.013","$1,181.77",false,"Kibana Airlines",YOW,Ottawa,CA,"POINT (-75.66919708 45.32249832)","CA-ON",Cloudy
"Jun 25, 2023 @ 01:55:58.000","Heavy Fog","SE-BD",JP,"Chitose / Tomakomai",CTS,"New Chitose Airport","9,001.07","$947.59",false,"Kibana Airlines",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Clear
"Jun 25, 2023 @ 01:43:48.000",Sunny,"SE-BD",JP,Tokoname,NGO,"Chubu Centrair International Airport","14,714.628","$514.79",false,JetBeats,UIO,Quito,EC,"POINT (-78.3575 -0.129166667)","SE-BD","Heavy Fog"
"Jun 25, 2023 @ 01:43:23.000",Sunny,"SE-BD",KR,Seoul,GMP,"Gimpo International Airport","13,663.717","$942.89",false,"Logstash Airways",SJU,"San Juan",PR,"POINT (-66.00180054 18.43939972)","PR-U-A",Cloudy
"Jun 25, 2023 @ 01:41:51.000",Sunny,"NL-NH",NL,Amsterdam,AMS,"Amsterdam Airport Schiphol","16,197.414","$587.17",false,"Logstash Airways",BNE,Brisbane,AU,"POINT (153.1170044 -27.38419914)","SE-BD",Rain
"Jun 25, 2023 @ 01:36:05.000",Clear,"CA-ON",CA,Ottawa,YOW,"Ottawa Macdonald-Cartier International Airport","9,064.266","$1,105.21",true,"Kibana Airlines",XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU","Heavy Fog"
"Jun 25, 2023 @ 01:34:41.000",Hail,"US-VA",US,Norfolk,ORF,"Norfolk International Airport","258.021","$333.55",false,"Kibana Airlines",RDU,"Raleigh/Durham",US,"POINT (-78.78749847 35.87760162)","US-NC",Rain
"Jun 25, 2023 @ 01:31:49.000",Cloudy,"IT-62",IT,Rome,RM12,"Ciampino___G. B. Pastine International Airport","731.179","$916.63",false,JetBeats,MUC,Munich,DE,"POINT (11.7861 48.353802)","DE-BY",Rain
"Jun 25, 2023 @ 01:15:37.000",Sunny,"CA-ON",CA,Ottawa,YOW,"Ottawa Macdonald-Cartier International Airport","9,064.266","$645.53",false,JetBeats,XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Cloudy
"Jun 25, 2023 @ 01:09:46.000",Clear,"DE-HE",DE,"Frankfurt am Main",FRA,"Frankfurt am Main Airport","660.16","$1,067.16",false,JetBeats,LTN,London,GB,"POINT (-0.368333012 51.87469864)","GB-ENG",Sunny
"Jun 25, 2023 @ 01:09:21.000",Cloudy,"SE-BD",CL,Santiago,SCL,"Comodoro Arturo Merino Benitez International Airport","9,505.577","$624.75",false,JetBeats,SFO,"San Francisco",US,"POINT (-122.375 37.61899948)","US-CA",Rain
"Jun 25, 2023 @ 01:01:36.000",Cloudy,"GB-ENG",GB,London,LGW,"London Gatwick Airport","1,463.265","$568.27",false,"Logstash Airways",WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ","Heavy Fog"
"Jun 25, 2023 @ 00:58:52.000",Rain,"IT-34",IT,Verona,VR10,"Verona Villafranca Airport","7,927.48","$1,083.88",false,"ES-Air",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Cloudy
"Jun 25, 2023 @ 00:47:00.000","Damaging Wind","CO-CUN",CO,Bogota,BOG,"El Dorado International Airport","9,076.904","$580.74",true,"Kibana Airlines",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Sunny
"Jun 25, 2023 @ 00:45:06.000","Thunder & Lightning","SE-BD",JP,Tokyo,HND,"Tokyo Haneda International Airport","2,823.453","$782.75",false,"Logstash Airways",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Clear
"Jun 25, 2023 @ 00:41:20.000","Heavy Fog","US-KY",US,Cincinnati,CVG,"Cincinnati Northern Kentucky International Airport","1,563.13","$757.98",false,"Logstash Airways",YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB","Damaging Wind"
"Jun 25, 2023 @ 00:30:52.000",Cloudy,"SE-BD",CN,Shanghai,SHA,"Shanghai Hongqiao International Airport","45.118","$205.22",false,JetBeats,PVG,Shanghai,CN,"POINT (121.8050003 31.14340019)","SE-BD",Cloudy
"Jun 25, 2023 @ 00:24:19.000",Cloudy,"SE-BD",AE,"Jebel Ali",DWC,"Al Maktoum International Airport","4,032.463","$682.33",false,JetBeats,CT03,Catania,IT,"POINT (15.0664 37.466801)","IT-82",Sunny
"Jun 25, 2023 @ 00:21:39.000",Rain,"SE-BD",CN,Shanghai,SHA,"Shanghai Hongqiao International Airport","9,018.506","$724.61",false,"Kibana Airlines",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Rain
"Jun 25, 2023 @ 00:11:14.000",Hail,"SE-BD",AE,Dubai,DXB,"Dubai International Airport",0,"$361.77",true,"Logstash Airways",DXB,Dubai,AE,"POINT (55.36439896 25.25279999)","SE-BD",Sunny
"Jun 25, 2023 @ 00:09:55.000","Thunder & Lightning","CH-ZH",CH,Zurich,ZRH,"Zurich Airport",0,"$377.27",true,JetBeats,ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Cloudy
"Jun 25, 2023 @ 00:09:55.000","Heavy Fog","SE-BD",CN,"Xi'an",XIY,"Xi'an Xianyang International Airport","7,964.383","$934.05",false,"Kibana Airlines",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH","Damaging Wind"
"Jun 25, 2023 @ 00:09:27.000",Sunny,"MX-DIF",MX,"Mexico City",AICM,"Licenciado Benito Juarez International Airport","10,920.653","$997.75",false,"Logstash Airways",XHBU,Belogorsk,RU,"POINT (128.445007 51.169997)","RU-AMU",Rain
"Jun 25, 2023 @ 00:04:32.000",Hail,"DE-NW",DE,Cologne,CGN,"Cologne Bonn Airport","8,993.273","$554.26",false,"ES-Air",BOG,Bogota,CO,"POINT (-74.1469 4.70159)","SE-BD",Cloudy
"Jun 24, 2023 @ 23:54:56.000",Clear,"SE-BD",AE,"Abu Dhabi",AUH,"Abu Dhabi International Airport","11,142.681","$781.07",false,"Kibana Airlines",YYZ,Toronto,CA,"POINT (-79.63059998 43.67720032)","CA-ON",Hail
"Jun 24, 2023 @ 23:52:56.000",Cloudy,"CA-ON",CA,Toronto,YYZ,"Lester B. Pearson International Airport","15,551.353","$774.73",false,"Kibana Airlines",SYD,Sydney,AU,"POINT (151.177002 -33.94609833)","SE-BD","Heavy Fog"
"Jun 24, 2023 @ 23:52:31.000","Damaging Wind","US-CO",US,Denver,DEN,"Denver International Airport","8,551.967","$830.5",false,"Logstash Airways",GE01,Genova,IT,"POINT (8.8375 44.4133)","IT-42",Cloudy
"Jun 24, 2023 @ 23:39:42.000","Heavy Fog","IT-62",IT,Rome,RM12,"Ciampino___G. B. Pastine International Airport","527.4","$440.81",false,"ES-Air",MI12,Milan,IT,"POINT (8.72811 45.6306)","IT-25",Sunny
"Jun 24, 2023 @ 23:33:12.000",Sunny,"IT-88",IT,Cagliari,CA07,"Cagliari Elmas Airport","370.795","$397.63",false,"ES-Air",PA03,Palermo,IT,"POINT (13.091 38.175999)","IT-82",Clear
"Jun 24, 2023 @ 23:24:41.000",Rain,"IT-75",IT,Bari,BA02,"Bari Karol Wojty__a Airport","8,440.785","$846.05",false,"Kibana Airlines",BNA,Nashville,US,"POINT (-86.67819977 36.12450027)","US-TN","Damaging Wind"
"Jun 24, 2023 @ 23:20:11.000",Clear,"IT-52",IT,Pisa,PI05,"Pisa International Airport","7,494.822","$924.19",false,"ES-Air",YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB",Cloudy
"Jun 24, 2023 @ 23:17:48.000","Heavy Fog","PR-U-A",PR,"San Juan",SJU,"Luis Munoz Marin International Airport","2,458.696","$718.18",true,"Kibana Airlines",UIO,Quito,EC,"POINT (-78.3575 -0.129166667)","EC-P",Cloudy
"Jun 24, 2023 @ 22:49:07.000",Cloudy,"TR-34",TR,Istanbul,IST,"Ataturk International Airport","2,525.151","$742.33",false,"ES-Air",LTN,London,GB,"POINT (-0.368333012 51.87469864)","GB-ENG",Sunny
"Jun 24, 2023 @ 22:38:41.000",Sunny,"US-WY",US,Casper,CPR,"Casper-Natrona County International Airport","8,273.036","$854.41",false,JetBeats,TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21","Thunder & Lightning"
"Jun 24, 2023 @ 22:34:37.000",Rain,"SE-BD",JP,Osaka,ITM,"Itami Airport","13,116.854","$1,108.65",false,JetBeats,JNB,Johannesburg,ZA,"POINT (28.246 -26.1392)","SE-BD",Hail
"Jun 24, 2023 @ 22:33:26.000","Heavy Fog","CA-AB",CA,Edmonton,CYEG,"Edmonton International Airport","7,823.195","$827.32",true,"ES-Air",VIE,Vienna,AT,"POINT (16.56970024 48.11029816)","AT-9",Cloudy
"Jun 24, 2023 @ 22:26:04.000",Clear,"CA-ON",CA,Ottawa,YOW,"Ottawa Macdonald-Cartier International Airport",0,"$210.21",false,JetBeats,YOW,Ottawa,CA,"POINT (-75.66919708 45.32249832)","CA-ON",Rain
"Jun 24, 2023 @ 22:23:38.000",Clear,"SE-AB",SE,Stockholm,ARN,"Stockholm-Arlanda Airport","1,654.346","$919.3",false,JetBeats,VR10,Verona,IT,"POINT (10.8885 45.395699)","IT-34",Clear
"Jun 24, 2023 @ 22:23:38.000","Thunder & Lightning","SE-BD",JP,Osaka,ITM,"Itami Airport","9,486.818","$547.4",false,JetBeats,LTN,London,GB,"POINT (-0.368333012 51.87469864)","GB-ENG",Hail
"Jun 24, 2023 @ 22:23:29.000",Rain,"SE-BD",CN,"Xi'an",XIY,"Xi'an Xianyang International Airport",0,"$253.67",false,"Logstash Airways",XIY,"Xi'an",CN,"POINT (108.751999 34.447102)","SE-BD",Cloudy
"Jun 24, 2023 @ 22:08:01.000","Thunder & Lightning","CA-ON",CA,Ottawa,YOW,"Ottawa Macdonald-Cartier International Airport","6,510.113","$1,117.29",false,"Logstash Airways",VE05,Venice,IT,"POINT (12.3519 45.505299)","IT-34","Heavy Fog"
"Jun 24, 2023 @ 22:07:40.000","Thunder & Lightning","SE-BD",PE,Lima,LIM,"Jorge Chavez International Airport","4,463.652","$579.58",false,"ES-Air",TPA,Tampa,US,"POINT (-82.53320313 27.97550011)","US-FL",Rain
"Jun 24, 2023 @ 22:02:31.000",Rain,"RU-MUR",RU,Olenegorsk,XLMO,"Olenya Air Base",0,"$255.74",false,"Logstash Airways",XLMO,Olenegorsk,RU,"POINT (33.46390152 68.15180206)","RU-MUR",Clear
"Jun 24, 2023 @ 21:54:14.000",Rain,"IT-88",IT,Cagliari,CA07,"Cagliari Elmas Airport","4,575.58","$1,126.15",false,"Kibana Airlines",DXB,Dubai,AE,"POINT (55.36439896 25.25279999)","SE-BD",Rain
"Jun 24, 2023 @ 21:47:18.000","Thunder & Lightning","SE-BD",AU,Brisbane,BNE,"Brisbane International Airport","15,444.602","$1,020.09",true,"Logstash Airways",YUL,Montreal,CA,"POINT (-73.74079895 45.47060013)","CA-QC",Sunny
"Jun 24, 2023 @ 21:46:50.000",Hail,"IT-88",IT,Cagliari,CA07,"Cagliari Elmas Airport","7,053.064","$1,029.42",false,JetBeats,YYZ,Toronto,CA,"POINT (-79.63059998 43.67720032)","CA-ON",Cloudy
"Jun 24, 2023 @ 21:42:46.000",Hail,"SE-BD",IN,"New Delhi",DEL,"Indira Gandhi International Airport","5,270.362","$725.45",false,"Kibana Airlines",WAW,Warsaw,PL,"POINT (20.96710014 52.16569901)","PL-MZ",Clear
"Jun 24, 2023 @ 21:41:57.000",Rain,"CA-MB",CA,Winnipeg,YWG,"Winnipeg / James Armstrong Richardson International Airport","7,088.598","$646.61",false,"Logstash Airways",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Rain
"Jun 24, 2023 @ 21:21:29.000",Clear,"AT-9",AT,Vienna,VIE,"Vienna International Airport","604.978","$1,013.24",false,"Logstash Airways",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Sunny
"Jun 24, 2023 @ 21:13:50.000",Hail,"IT-62",IT,Rome,RM11,"Leonardo da Vinci___Fiumicino Airport","7,104.322","$937.77",true,"Logstash Airways",YYZ,Toronto,CA,"POINT (-79.63059998 43.67720032)","CA-ON",Sunny
"Jun 24, 2023 @ 20:57:48.000",Hail,"SE-BD",ZA,Johannesburg,JNB,"OR Tambo International Airport","13,250.193","$575.18",false,JetBeats,SAV,Savannah,US,"POINT (-81.20210266 32.12760162)","US-GA","Thunder & Lightning"
"Jun 24, 2023 @ 20:55:53.000",Rain,"RU-AMU",RU,Belogorsk,XHBU,"Ukrainka Air Base","7,240.283","$814.56",false,JetBeats,VIE,Vienna,AT,"POINT (16.56970024 48.11029816)","AT-9",Cloudy
"Jun 24, 2023 @ 20:51:14.000","Thunder & Lightning","AT-9",AT,Vienna,VIE,"Vienna International Airport","7,436.236","$891.12",false,JetBeats,YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB",Clear
"Jun 24, 2023 @ 20:49:14.000","Damaging Wind","GB-ENG",GB,London,LGW,"London Gatwick Airport","6,011.305","$960.51",false,"Logstash Airways",ORF,Norfolk,US,"POINT (-76.20120239 36.89459991)","US-VA","Damaging Wind"
"Jun 24, 2023 @ 20:42:06.000","Damaging Wind","SE-BD",ZA,Johannesburg,JNB,"OR Tambo International Airport","7,943.423","$564.9",false,"ES-Air",PI05,Pisa,IT,"POINT (10.3927 43.683899)","IT-52","Heavy Fog"
"Jun 24, 2023 @ 20:39:37.000",Clear,"GB-ENG",GB,London,LHR,"London Heathrow Airport","45.424","$455.24",false,"ES-Air",LTN,London,GB,"POINT (-0.368333012 51.87469864)","GB-ENG",Cloudy
"Jun 24, 2023 @ 20:35:13.000",Clear,"NO-02",NO,Oslo,OSL,"Oslo Gardermoen Airport","8,067.992","$880.65",false,JetBeats,SHA,Shanghai,CN,"POINT (121.3359985 31.19790077)","SE-BD","Heavy Fog"
"Jun 24, 2023 @ 20:35:04.000",Sunny,"SE-BD",KR,Seoul,GMP,"Gimpo International Airport","6,322.75","$1,004.92",false,JetBeats,XLMO,Olenegorsk,RU,"POINT (33.46390152 68.15180206)","RU-MUR",Clear
"Jun 24, 2023 @ 20:05:49.000",Sunny,"ES-CT",ES,Barcelona,BCN,"Barcelona International Airport","953.508","$845.64",false,"ES-Air",VE05,Venice,IT,"POINT (12.3519 45.505299)","IT-34",Cloudy
"Jun 24, 2023 @ 20:00:44.000",Cloudy,"SE-BD",ZA,"Cape Town",CPT,"Cape Town International Airport","11,838.668","$1,044.53",false,"Logstash Airways",CAN,Guangzhou,CN,"POINT (113.2990036 23.39240074)","SE-BD",Rain
"Jun 24, 2023 @ 20:00:00.000","Heavy Fog","IT-25",IT,Bergamo,BG01,"Il Caravaggio International Airport","169.131","$366.06",false,"ES-Air",TO11,Torino,IT,"POINT (7.64963 45.200802)","IT-21","Heavy Fog"
"Jun 24, 2023 @ 19:40:01.000",Hail,"CH-ZH",CH,Zurich,ZRH,"Zurich Airport",0,"$389.19",false,"ES-Air",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Rain
"Jun 24, 2023 @ 19:39:45.000",Rain,"IT-42",IT,Genova,GE01,"Genoa Cristoforo Colombo Airport","1,046.411","$573.82",false,JetBeats,LHR,London,GB,"POINT (-0.461941 51.4706)","GB-ENG",Rain
"Jun 24, 2023 @ 19:38:13.000",Cloudy,"IT-42",IT,Genova,GE01,"Genoa Cristoforo Colombo Airport","11,099.994","$1,031.2",true,JetBeats,EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","SE-BD","Damaging Wind"
"Jun 24, 2023 @ 19:37:49.000",Sunny,"DK-84",DK,Copenhagen,CPH,"Copenhagen Kastrup Airport","1,545.101","$1,128.64",false,"ES-Air",SVO,Moscow,RU,"POINT (37.4146 55.972599)","RU-MOS",Cloudy
"Jun 24, 2023 @ 19:31:09.000",Sunny,"IT-82",IT,Palermo,PA03,"Falcone Borsellino Airport","9,649.943","$545.27",false,"ES-Air",CTS,"Chitose / Tomakomai",JP,"POINT (141.6920013 42.77519989)","SE-BD",Rain
"Jun 24, 2023 @ 19:31:09.000",Sunny,"SE-BD",AU,Adelaide,ADL,"Adelaide International Airport","16,278.969","$626.16",false,"ES-Air",LHR,London,GB,"POINT (-0.461941 51.4706)","GB-ENG",Rain
"Jun 24, 2023 @ 19:24:55.000",Rain,"SE-BD",AU,Melbourne,MEL,"Melbourne International Airport","11,624.233","$642.07",false,"Kibana Airlines",EZE,"Buenos Aires",AR,"POINT (-58.5358 -34.8222)","AR-B",Cloudy
"Jun 24, 2023 @ 19:20:30.000",Clear,"US-VA",US,"Newport News",PHF,"Newport News Williamsburg International Airport","1,734.005","$228.18",false,JetBeats,TUL,Tulsa,US,"POINT (-95.88809967 36.19839859)","US-OK",Rain
"Jun 24, 2023 @ 19:14:07.000",Rain,"RU-MOS",RU,Moscow,SVO,"Sheremetyevo International Airport","1,223.804","$801.95",true,"Logstash Airways",ARN,Stockholm,SE,"POINT (17.91860008 59.65190125)","SE-AB","Damaging Wind"
"Jun 24, 2023 @ 19:11:29.000",Clear,"CA-QC",CA,Montreal,YUL,"Montreal / Pierre Elliott Trudeau International Airport","9,620.108","$538.14",false,"ES-Air",CTS,"Chitose / Tomakomai",JP,"POINT (141.6920013 42.77519989)","SE-BD","Thunder & Lightning"
"Jun 24, 2023 @ 19:11:22.000","Heavy Fog","SE-BD",CL,Santiago,SCL,"Comodoro Arturo Merino Benitez International Airport","18,366.37","$658.85",false,"Logstash Airways",GMP,Seoul,KR,"POINT (126.791 37.5583)","SE-BD","Thunder & Lightning"
"Jun 24, 2023 @ 19:09:24.000","Heavy Fog","GB-ENG",GB,London,LGW,"London Gatwick Airport","755.369","$1,089",false,"Logstash Airways",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Rain
"Jun 24, 2023 @ 19:06:00.000",Rain,"SE-BD",IN,Bangalore,BLR,"Kempegowda International Airport","7,294.606","$748.63",false,"ES-Air",MI11,Milan,IT,"POINT (9.27674 45.445099)","IT-25",Rain
"Jun 24, 2023 @ 19:05:11.000","Heavy Fog","CH-ZH",CH,Zurich,ZRH,"Zurich Airport",0,"$282.12",false,"Logstash Airways",ZRH,Zurich,CH,"POINT (8.54917 47.464699)","CH-ZH",Clear
"Jun 24, 2023 @ 19:02:20.000",Hail,"TR-34",TR,Istanbul,IST,"Ataturk International Airport","12,213.661","$725.19",false,"ES-Air",LIM,Lima,PE,"POINT (-77.114304 -12.0219)","SE-BD",Rain
"Jun 24, 2023 @ 19:00:14.000",Clear,"SE-BD",AU,Brisbane,BNE,"Brisbane International Airport","11,699.815","$1,175.71",true,JetBeats,CPT,"Cape Town",ZA,"POINT (18.60169983 -33.96480179)","SE-BD","Thunder & Lightning"
"Jun 24, 2023 @ 18:59:18.000","Thunder & Lightning","MX-DIF",MX,"Mexico City",AICM,"Licenciado Benito Juarez International Airport","3,479.772","$733.64",false,"Logstash Airways",SJU,"San Juan",PR,"POINT (-66.00180054 18.43939972)","PR-U-A",Clear
"Jun 24, 2023 @ 18:59:18.000",Sunny,"SE-BD",CN,Shanghai,PVG,"Shanghai Pudong International Airport","10,236.719","$978.82",false,JetBeats,YWG,Winnipeg,CA,"POINT (-97.23989868 49.90999985)","CA-MB",Rain
